date,temperature_2m_mean,temperature_2m_min,temperature_2m_max,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunset,sunrise,precipitation_sum,precipitation_hours,daylight_duration,sunshine_duration,snowfall_sum,rain_sum,wind_gusts_10m_max,wind_speed_10m_max,weather_code
2025-02-01 18:00:00+00:00,-16.358747,-24.865,-4.315,-8.1097355,-29.313883,-20.641008,0,0,0,0,36561.87,32951.273,0,0,21.96,2.968636,0
2025-01-31 18:00:00+00:00,-13.198334,-19.715,-7.715,-11.789309,-24.011051,-17.289139,0,0,1.5000001,7,36427.73,31965.623,1.05,0,20.880001,5.22,73
2025-01-30 18:00:00+00:00,-12.139999,-12.964999,-11.315,-15.700456,-17.144306,-16.357079,0,0,9.099999,24,36295.81,0,6.3700004,0,41.399998,8.161764,73
2025-01-29 18:00:00+00:00,-11.069167,-12.415,-9.315,-13.592699,-16.258812,-15.016267,0,0,6.9,24,36166.297,9807.753,4.830001,0,33.12,6.28713,73
2025-01-28 18:00:00+00:00,-10.415,-13.615,-7.715,-11.776155,-17.368916,-14.186333,0,0,2.2,14,36039.367,23790.768,1.5400001,0,22.68,5.0432134,73
2025-01-27 18:00:00+00:00,-11.679584,-19.865,-2.365,-6.0634246,-24.336895,-15.752027,0,0,0,0,35915.195,19649.994,0,0,26.28,3.9312592,3
2025-01-26 18:00:00+00:00,-11.2525,-17.015001,-3.915,-7.806339,-21.24963,-15.372131,0,0,0,0,35793.98,31573.176,0,0,15.119999,2.0523157,3
2025-01-25 18:00:00+00:00,-13.571251,-22.565,-2.815,-6.949559,-27.157314,-18.073456,0,0,0,0,35675.387,31724.127,0,0,41.399998,7.538541,3
2025-01-24 18:00:00+00:00,-16.673336,-24.615,-7.015,-12.049147,-29.670412,-21.719221,0,0,0,0,35558.277,31694.068,0,0,52.92,8.863972,1
2025-01-23 18:00:00+00:00,-20.079586,-31.315,-9.665,-14.376066,-36.09399,-24.687738,0,0,0,0,35442.74,31494.945,0,0,36,5.8409934,2
2025-01-22 18:00:00+00:00,-15.708751,-18.015001,-12.815,-17.486393,-22.023434,-20.474112,0,0,15.9000025,22,35328.902,87.82585,11.199998,0,58.679996,9.567131,75
2025-01-21 18:00:00+00:00,-11.685833,-14.014999,-10.014999,-14.806142,-18.10991,-16.077791,0,0,9.800001,18,35216.918,0,6.5100007,0.4999999,49.32,10.601679,73
2025-01-20 18:00:00+00:00,-11.023334,-19.515001,-3.515,-7.1742964,-23.74772,-14.866421,0,0,1.2,3,35106.918,31112.645,0.84,0,16.919998,4.752136,73
2025-01-19 18:00:00+00:00,-10.748333,-17.815,-2.165,-5.6709805,-21.96504,-14.597443,0,0,0.2,1,34999.055,31032.008,0.14,0,15.84,3.550155,71
2025-01-18 18:00:00+00:00,-10.200417,-16.515001,-3.165,-6.9581404,-20.66398,-14.111392,0,0,0.8,6,34893.473,16452.18,0.56,0,19.8,3.362677,71
2025-01-17 18:00:00+00:00,-9.775416,-16.015,-2.115,-6.139028,-20.586828,-14.023181,0,0,0,0,34790.312,26805.893,0,0,33.48,6.725354,3
2025-01-16 18:00:00+00:00,-10.367084,-16.465,-2.915,-7.1096053,-20.858397,-14.620194,0,0,0.1,1,34689.74,28800,0.07,0,25.199999,5.5450516,71
2025-01-15 18:00:00+00:00,-12.808751,-19.515001,-5.465,-9.223537,-23.645973,-16.769917,0,0,0,0,34591.9,29914.691,0,0,12.599999,1.835647,3
2025-01-14 18:00:00+00:00,-11.848332,-18.065,-3.4650002,-7.276554,-22.73406,-16.14353,0,0,0,0,34496.953,26926.635,0,0,27,5.1919937,3
2025-01-13 18:00:00+00:00,-13.38375,-20.465,-4.415,-8.810013,-24.910141,-17.76732,0,0,0,0,34405.05,30609.584,0,0,26.28,4.5536795,3
2025-01-12 18:00:00+00:00,-13.242084,-20.465,-2.615,-6.517388,-24.832464,-17.45851,0,0,0,0,34316.348,30534.719,0,0,21.599998,3.3043609,0
2025-01-11 18:00:00+00:00,-15.546248,-24.065,-3.9650002,-8.340865,-28.81099,-20.136068,0,0,0,0,34231.016,30461.227,0,0,33.12,6.0908127,0
2025-01-10 18:00:00+00:00,-17.054586,-23.365,-7.415,-12.05698,-28.346918,-21.872175,0,0,0,0,34149.207,30379.004,0,0,44.28,7.289444,0
2025-01-09 18:00:00+00:00,-16.392088,-21.915,-7.565,-12.744057,-27.083529,-21.543642,0,0,0,0,34071.09,30311.043,0,0,64.439995,10.088033,0
2025-01-08 18:00:00+00:00,-20.458754,-29.815,-9.315,-14.059165,-34.414192,-25.081583,0,0,0,0,33996.816,30244.848,0,0,36,5.195113,1
2025-01-07 18:00:00+00:00,-14.431667,-22.815,-11.764999,-15.835839,-27.14234,-18.94119,0,0,18.599998,15,33926.56,7798.381,13.0199995,0,60.839996,11.39842,75
2025-01-06 18:00:00+00:00,-14.748333,-22.965,-5.765,-9.557811,-27.472689,-18.962254,0,0,0.6,6,33860.473,7677.111,0.42,0,31.68,4.913044,71
2025-01-05 18:00:00+00:00,-11.215001,-17.265001,-7.815,-11.779692,-21.435078,-15.055541,0,0,2.7,17,33798.41,1881.1345,1.8900001,0,23.039999,5.5829024,73
2025-01-04 18:00:00+00:00,-10.996249,-15.315,-5.565,-9.325775,-19.25954,-14.739136,0,0,0.1,1,33739.715,26009.105,0.07,0,18.359999,3.381893,71
2025-01-03 18:00:00+00:00,-8.308749,-12.165,-1.2650001,-5.4679203,-17.108437,-12.680522,0,0,0,0,33684.402,29199.996,0,0,65.520004,11.770403,3
2025-01-02 18:00:00+00:00,-12.137917,-21.465,-1.865,-6.060768,-25.996006,-16.4531,0,0,0,0,33632.535,29472.879,0,0,46.8,7.9383874,3
2025-01-01 18:00:00+00:00,-9.144166,-13.065,-5.565,-9.070526,-16.687893,-12.60698,0,0,2.4999998,15,33584.17,14668.397,1.7500005,0,17.64,2.6999998,73
2024-12-31 18:00:00+00:00,-10.573333,-16.415,-4.915,-8.662458,-20.248587,-14.302902,0,0,2.5000002,15,33539.363,7035.4683,1.8200002,0,20.880001,4.4274144,73
2024-12-30 18:00:00+00:00,-10.019166,-14.014999,-4.765,-8.174966,-17.85292,-13.65974,0,0,2.6,12,33498.164,12916.933,1.8900002,0,19.08,2.8856194,73
2024-12-29 18:00:00+00:00,-7.7774997,-11.665,-3.765,-7.188279,-15.472168,-11.556634,0,0,2,6,33460.633,20778.012,1.4,0,22.68,1.8792552,73
2024-12-28 18:00:00+00:00,-12.121251,-19.765001,-3.815,-8.415694,-24.565535,-16.743195,0,0,0,0,33426.82,28802.463,0,0,27.72,6.9247384,3
2024-12-27 18:00:00+00:00,-14.065,-19.765001,-5.8650002,-10.061487,-24.09651,-18.353308,0,0,0,0,33396.773,29348.09,0,0,19.8,4.1085763,3
2024-12-26 18:00:00+00:00,-13.410831,-18.965,-5.3650002,-9.37299,-23.27343,-17.57991,0,0,0,0,33370.547,29261.504,0,0,13.679999,2.9024127,3
2024-12-25 18:00:00+00:00,-12.325416,-18.165,-2.915,-6.8662825,-22.614256,-16.565716,0,0,0,0,33348.18,28804.986,0,0,20.519999,2.4149535,3
2024-12-24 18:00:00+00:00,-13.750417,-20.265001,-5.015,-9.378437,-24.806915,-18.18006,0,0,0,0,33329.727,29225.732,0,0,21.599998,3.9518096,0
2024-12-23 18:00:00+00:00,-14.735833,-20.415,-5.915,-10.085205,-24.796587,-19.009398,0,0,0,0,33315.23,29163.418,0,0,18,2.7475805,0
2024-12-22 18:00:00+00:00,-16.75042,-24.365,-5.965,-10.191782,-29.007483,-21.186062,0,0,0,0,33304.727,29151.7,0,0,26.64,4.846648,0
2024-12-21 18:00:00+00:00,-12.287915,-18.565,-7.215,-11.342234,-22.899197,-16.474636,0,0,0.1,1,33298.27,29068.195,0.07,0,37.44,5.3517847,71
2024-12-20 18:00:00+00:00,-15.506667,-24.515001,-8.714999,-12.492796,-28.712803,-19.524466,0,0,1.5000001,11,33295.887,1071.681,1.05,0,35.28,4.4274144,71
2024-12-19 18:00:00+00:00,-13.775417,-15.315,-11.865,-16.214073,-19.375896,-18.001022,0,0,4.3999996,15,33297.613,0,3.08,0,37.079998,8.490582,73
2024-12-18 18:00:00+00:00,-12.410831,-20.115,-4.065,-8.569799,-24.892582,-16.895533,0,0,0,0,33303.492,28808.074,0,0,34.2,7.2649574,3
2024-12-17 18:00:00+00:00,-12.825417,-19.665,-4.815,-8.918877,-24.433393,-17.130653,0,0,0,0,33313.55,23794.74,0,0,29.519999,5.634891,3
2024-12-16 18:00:00+00:00,-15.823334,-23.065,-6.815,-11.233505,-27.757904,-20.38019,0,0,0,0,33327.895,28969.84,0,0,29.519999,6.299999,3
2024-12-15 18:00:00+00:00,-15.962917,-22.315,-10.365,-14.443798,-26.80069,-20.205797,0,0,2.4999998,9,33346.684,28964.092,1.6800002,0.099999994,28.8,5.5829024,73
2024-12-14 18:00:00+00:00,-7.950417,-15.115,-2.015,-5.8401327,-19.425512,-12.252239,0,0,3.1,9,33369.832,18865.379,2.1000001,0.1,34.92,8.473393,73
2024-12-13 18:00:00+00:00,-7.4524994,-13.665,-1.115,-5.4197745,-18.540436,-12.019906,0,0,0,0,33397.254,25665.162,0,0,35.64,7.256032,3
2024-12-12 18:00:00+00:00,-16.404581,-24.615,-7.515,-12.324223,-29.554064,-21.183256,0,0,0,0,33428.844,29093.256,0,0,32.399998,7.193247,3
2024-12-11 18:00:00+00:00,-21.233751,-28.815,-11.115,-15.703128,-33.52072,-25.813128,0,0,0,0,33464.516,29179.943,0,0,28.8,6.12,0
2024-12-10 18:00:00+00:00,-21.852503,-28.065,-12.964999,-17.482925,-32.53332,-26.29746,0,0,0,0,33504.168,29253.506,0,0,31.68,4.3573384,0
2024-12-09 18:00:00+00:00,-20.09417,-24.815,-12.865,-17.712646,-29.34122,-24.608297,0,0,0,0,33547.695,29238.38,0,0,42.48,6.248359,0
2024-12-08 18:00:00+00:00,-19.292084,-23.015001,-15.565,-20.096176,-27.362078,-23.600378,0,0,2.0000002,8,33595.008,28921.05,1.4000001,0,30.599998,4.278551,73
2024-12-07 18:00:00+00:00,-15.542083,-17.565,-12.865,-17.57657,-21.476177,-19.865484,0,0,10.099999,23,33645.996,0,7.07,0,34.56,7.9220443,73
2024-12-06 18:00:00+00:00,-15.785834,-24.215,-7.1150002,-11.006136,-28.685583,-19.855612,0,0,0,0,33700.562,29260.428,0,0,16.919998,4.514377,3
2024-12-05 18:00:00+00:00,-13.952502,-19.465,-5.6150002,-9.554855,-23.510534,-17.901136,0,0,0.1,1,33758.598,29197.617,0.07,0,14.759999,2.657668,71
2024-12-04 18:00:00+00:00,-12.864999,-18.665,-3.915,-7.9617643,-23.185421,-17.045488,0,0,0,0,33820.008,28956.986,0,0,24.48,3.8141315,3
2024-12-03 18:00:00+00:00,-13.414998,-20.465,-3.415,-7.3586907,-24.911385,-17.724102,0,0,0,0,33884.684,29699.234,0,0,23.759998,5.6492476,3
2024-12-02 18:00:00+00:00,-13.875417,-19.765001,-4.6150002,-8.352427,-23.99446,-17.933014,0,0,0,0,33952.516,29823.39,0,0,14.04,2.657668,2
2024-12-01 18:00:00+00:00,-13.083749,-21.615,-4.815,-8.539341,-26.101854,-17.192142,0,0,0,0,34023.41,29182.496,0,0,22.68,5.4833565,3
2024-11-30 18:00:00+00:00,-12.34625,-18.615,-7.415,-11.398262,-22.615889,-16.109568,0,0,5.6,14,34097.266,0,3.92,0,28.08,5.7431,73
2024-11-29 18:00:00+00:00,-8.610832,-14.865,-3.615,-7.366005,-18.77213,-12.397628,0,0,0.3,2,34173.97,19502.457,0.21000001,0,23.4,5.896202,71
2024-11-28 18:00:00+00:00,-6.077501,-12.315,2.685,-0.86553407,-17.023447,-10.179461,0,0,0,0,34253.426,29862.262,0,0,32.399998,6.698806,3
2024-11-27 18:00:00+00:00,-8.67125,-16.215,0.685,-3.7276623,-21.128332,-13.368885,0,0,0,0,34335.527,30197.162,0,0,34.2,7.8149853,3
2024-11-26 18:00:00+00:00,-10.423333,-18.165,-1.065,-5.083308,-22.847178,-14.814529,0,0,0,0,34420.59,30408.031,0,0,29.16,6.198903,0
2024-11-25 18:00:00+00:00,-10.073332,-17.965,0.285,-3.549692,-22.355434,-14.349487,0,0,0,0,34509.49,30430.033,0,0,28.8,6.048107,3
2024-11-24 18:00:00+00:00,-10.031666,-15.014999,-3.565,-7.963097,-19.977787,-14.692955,0,0,0,0,34602.08,29710.852,0,0,64.439995,9.021574,3
2024-11-23 18:00:00+00:00,-12.458751,-19.315,-4.765,-9.99622,-24.559683,-17.824678,0,0,0,0,34698.184,30688.809,0,0,77.03999,11.9317045,0
2024-11-22 18:00:00+00:00,-17.152502,-27.515001,-6.1150002,-10.638851,-32.361065,-21.832863,0,0,0,0,34797.62,30828.586,0,0,45.719997,7.1661706,3
2024-11-21 18:00:00+00:00,-6.7795835,-15.315,-2.115,-5.32341,-19.222858,-10.190892,0,0,0.4,2,34900.215,29316.584,0.28,0,20.16,6.9527545,73
2024-11-20 18:00:00+00:00,-3.660834,-5.3650002,-1.915,-5.2083316,-8.431608,-6.8010736,0,0,10.800002,24,35005.773,0,7.560001,0,23.759998,4.913044,73
2024-11-19 18:00:00+00:00,-4.275416,-8.214999,-1.7650001,-4.8480906,-12.522094,-7.7895265,0,0,11.400002,18,35114.14,0,8.05,0,35.28,6.193674,75
2024-11-18 18:00:00+00:00,-6.575416,-11.714999,-0.315,-4.1698837,-16.066238,-10.706042,0,0,4.2000003,6,35225.13,25119.588,2.94,0,33.12,7.519175,75
2024-11-17 18:00:00+00:00,-7.4045844,-14.014999,0.08500001,-3.6181612,-18.286781,-11.438362,0,0,0,0,35338.58,30915.307,0,0,20.519999,3.7064266,3
2024-11-16 18:00:00+00:00,-11.18375,-19.865,-2.265,-6.1304617,-24.623608,-15.5151825,0,0,0,0,35454.31,30991.453,0,0,31.68,6.945761,3
2024-11-15 18:00:00+00:00,-10.487916,-17.765001,-2.265,-6.4915814,-22.399551,-14.744292,0,0,0,0,35572.17,31590.678,0,0,41.399998,7.587806,3
2024-11-14 18:00:00+00:00,-14.890002,-25.815,-2.2150002,-5.9861445,-30.450405,-19.161343,0,0,0,0,35691.996,31768.836,0,0,27,4.327493,2
2024-11-13 18:00:00+00:00,-9.273333,-22.065,-4.815,-8.469032,-26.488148,-13.000625,0,0,11,9,35813.617,28216.611,7.7,0,42.839996,5.0816135,75
2024-11-12 18:00:00+00:00,-5.6004167,-7.015,-4.215,-7.993703,-10.894823,-9.2510605,0,0,40.100002,24,35936.883,0,28.070004,0,51.48,8.415842,75
2024-11-11 18:00:00+00:00,-6.8733315,-14.264999,0.335,-2.8825135,-18.686134,-10.58285,0,0,0.2,2,36061.645,18862.086,0.14,0,25.199999,6.279395,71
2024-11-10 18:00:00+00:00,-6.5733333,-10.464999,-3.265,-6.9986377,-14.063771,-10.03551,0,0,6.1000004,18,36187.742,0,4.2000003,0.1,30.960001,6.2405767,73
2024-11-09 18:00:00+00:00,-5.6045833,-14.665,-0.065,-3.2923977,-18.719604,-9.283544,0,0,0,0,36315.03,31262.127,0,0,28.8,5.195113,3
2024-11-08 18:00:00+00:00,-6.4337497,-13.065,-0.915,-4.5507374,-17.113678,-10.236415,0,0,0,0,36443.37,27076.078,0,0,33.12,6.28713,3
2024-11-07 18:00:00+00:00,-5.681666,-7.3650002,-5.015,-8.717688,-10.77631,-9.417261,0,0,12.000001,18,36572.61,0,6.9300003,2.1,47.519997,8.4963045,73
2024-11-06 18:00:00+00:00,-3.2025,-5.315,-2.015,-5.3743024,-9.120379,-6.6004257,0,0,14.900001,24,36703.14,0,8.889999,2.1999998,37.8,6.542201,75
2024-11-05 18:00:00+00:00,0.97874993,-1.4649999,3.185,0.6158781,-4.470004,-1.7924725,0,0,40.700005,24,36836.14,60.203476,22.259998,8.899999,46.8,7.9567327,75
2024-11-04 18:00:00+00:00,1.1558334,-1.2149999,3.885,0.90238285,-5.2834864,-2.0569117,0,0,7.5999994,18,36971.484,393.73627,2.38,4.2,38.16,7.282774,73
2024-11-03 18:00:00+00:00,-1.5608335,-8.865,6.735,3.487596,-13.254503,-5.3943343,0,0,2.3000002,3,37109,24777.432,1.26,0.5,38.88,8.211235,73
2024-11-02 18:00:00+00:00,-4.594166,-13.714999,5.1349998,1.9334579,-18.286125,-8.790179,0,0,0,0,37248.523,32817.723,0,0,39.6,11.207801,3
2024-11-01 18:00:00+00:00,-1.8816668,-8.764999,3.335,0.50861835,-13.037338,-5.411674,0,0,4.9,9,37389.89,28381.127,3.4299998,0,36,7.689603,75
2024-10-31 18:00:00+00:00,-3.1483328,-13.464999,6.1349998,2.863738,-17.735775,-6.805893,0,0,0,0,37532.94,27637.393,0,0,23.759998,5.634891,3
2024-10-30 18:00:00+00:00,-5.6837497,-16.365,2.385,-0.44181538,-20.794926,-9.284699,0,0,0,0,37677.51,34277.91,0,0,23.4,5.8769383,3
2024-10-29 18:00:00+00:00,-6.7379165,-15.065,0.135,-2.7209857,-18.93647,-10.176223,0,0,0,0,37823.453,34438.39,0,0,29.88,5.5887027,3
2024-10-28 18:00:00+00:00,-5.9837494,-12.264999,-0.565,-3.5492072,-16.051582,-9.404946,0,0,0,0,37970.613,34566.453,0,0,24.84,4.452954,3
2024-10-27 18:00:00+00:00,-3.58375,-5.6150002,-1.7650001,-4.8817253,-9.097374,-6.911377,0,0,30.800003,21,38118.844,0,21.419998,0.20000002,35.64,6.889557,75
2024-10-26 18:00:00+00:00,-3.0879164,-12.764999,6.3849998,3.0352325,-17.119776,-6.5346313,0,0,4.1,8,38268.004,6305.4517,2.5900002,0.40000004,28.44,5.9834766,73
2024-10-25 18:00:00+00:00,-0.66083336,-4.8650002,1.935,-0.8757193,-8.276453,-4.0543756,0,0,4.7000003,9,38417.94,23091.504,3.29,0,67.67999,11.08572,73
2024-10-24 18:00:00+00:00,-5.6420827,-16.665,4.435,1.3818445,-21.503984,-9.905641,0,0,0,0,38568.52,34904.05,0,0,65.159996,10.1902895,3
2024-10-23 18:00:00+00:00,-3.1837502,-13.815,0.935,-2.5608525,-18.16804,-6.640192,0,0,2.7,10,38719.6,24190.643,1.82,0.10000001,43.199997,7.9383874,73
2024-10-22 18:00:00+00:00,-1.47125,-6.815,0.735,-1.9565513,-10.791448,-4.4829955,0,0,9.5,17,38871.047,0,6.02,0.9000002,32.039997,6.8989563,75
2024-10-21 18:00:00+00:00,-1.8087498,-9.415,6.6349998,3.1156988,-13.662503,-5.7219577,0,0,0,0,39022.73,35165.742,0,0,37.44,8.836514,3
2024-10-20 18:00:00+00:00,-1.3629164,-9.464999,9.185,5.5341654,-13.689218,-5.1630616,0,0,0,0,39174.52,35293.406,0,0,29.16,7.172949,3
2024-10-19 18:00:00+00:00,-1.5295825,-12.214999,9.535001,6.3906345,-16.685797,-5.513664,0,0,0,0,39326.28,35441.73,0,0,22.68,8.936778,3
2024-10-18 18:00:00+00:00,-4.6149993,-15.464999,8.535001,5.002343,-20.079556,-8.591355,0,0,0,0,39477.887,35599.113,0,0,34.2,6.830519,3
2024-10-17 18:00:00+00:00,-8.114999,-18.915,3.485,0.15262842,-23.499695,-12.141919,0,0,0,0,39629.73,35765.047,0,0,30.960001,7.5105524,3
2024-10-16 18:00:00+00:00,-4.9879165,-15.915,-1.4649999,-4.684659,-20.221443,-8.943469,0,0,0,0,39782.934,35707.395,0,0,47.16,8.32877,3
2024-10-15 18:00:00+00:00,-3.64,-12.264999,-0.465,-3.0807266,-17.300385,-7.2532,0,0,16.2,15,39937.43,10504.047,11.339999,0,42.839996,9.595874,75
2024-10-14 18:00:00+00:00,1.2120832,-0.815,2.135,-0.048546314,-3.5508847,-1.3614861,0,0,6.6,17,40093.09,0,2.73,2.7,41.039997,8.242743,73
2024-10-13 18:00:00+00:00,3.01625,-2.015,8.835,6.9603195,-4.8809433,0.63115185,0,0,1.5,2,40249.793,30279.76,0,1.5,34.92,7.2359104,55
2024-10-12 18:00:00+00:00,3.2537498,-1.365,10.385,7.864044,-4.929186,0.26957127,0,0,3.1999996,7,40407.418,33125.312,1.47,1.1,34.56,9.885262,73
2024-10-11 18:00:00+00:00,2.4558332,-0.565,6.935,4.214388,-4.4089403,-0.35209498,0,0,19.600002,20,40565.848,23292.56,9.800001,5.5999994,57.6,10.478722,75
2024-10-10 18:00:00+00:00,3.2016675,-2.615,10.235001,6.531146,-6.185233,-0.11666525,0,0,1.2,3,40724.96,36562.945,0.63,0.3,56.88,14.401124,73
2024-10-09 18:00:00+00:00,2.6495836,-3.815,8.985001,6.5020037,-7.409025,-0.32929772,0,0,2.5,8,40884.652,36674.766,0.28,2.1,31.319998,7.458606,73
2024-10-08 18:00:00+00:00,1.9016668,-4.915,10.035001,7.217373,-8.859148,-1.5561453,0,0,0,0,41044.793,36253,0,0,43.56,10.656547,2
2024-10-07 18:00:00+00:00,1.4829168,-4.6150002,10.935,8.665005,-8.239228,-1.5831274,0,0,0,0,41205.28,36137.395,0,0,33.839996,9.600937,3
2024-10-06 18:00:00+00:00,0.6954166,-3.9650002,5.735,3.315864,-7.2173944,-2.0268037,0,0,5.0999994,8,41366,25558.094,1.89,2.4,23.039999,5.771239,75
2024-10-05 18:00:00+00:00,3.5266669,-1.565,9.985001,7.6013613,-5.7157874,0.46413875,0,0,12.4,6,41526.844,26877.385,6.7200003,2.7999997,51.839996,10.883676,75
2024-10-04 18:00:00+00:00,2.2620833,-4.215,10.435,7.289468,-8.330252,-1.242611,0,0,0,0,41687.7,36945.703,0,0,46.44,11.605464,3
2024-10-03 18:00:00+00:00,1.3975,-1.665,7.185,5.327669,-4.7841296,-1.572002,0,0,6.7999997,9,41848.457,28892.65,2.7300003,2.8999999,25.199999,8.037761,75
2024-10-02 18:00:00+00:00,1.1850001,-0.014999997,2.885,0.25958633,-2.9385855,-1.4744333,0,0,22.499996,24,42009.016,0,9.099999,9.500002,41.399998,6.8989563,75
2024-10-01 18:00:00+00:00,3.3183327,-2.015,9.985001,7.9366646,-5.787429,0.4788587,0,0,3.3000002,9,42169.26,37093.336,0.14,3.1,38.88,8.0599,71
2024-09-30 18:00:00+00:00,2.1808333,-2.415,9.485001,6.533413,-6.5622306,-1.379079,0,0,0.6,2,42329.094,37544.33,0.42,0,55.079998,10.196647,73
2024-09-29 18:00:00+00:00,2.4329166,-0.465,6.285,3.0505257,-4.694747,-1.5080594,0,0,1.2,3,42488.4,31356.277,0.7,0.20000002,70.56,14.677452,73
2024-09-28 18:00:00+00:00,-0.88375014,-9.464999,5.485,3.4449449,-13.93959,-4.567475,0,0,0,0,42647.074,37763.582,0,0,52.199997,9.7880945,3
2024-09-27 18:00:00+00:00,-1.5837501,-9.165,3.485,1.8873687,-14.040717,-4.876902,0,0,0,0,42805.47,37714.152,0,0,32.399998,10.081606,3
2024-09-26 18:00:00+00:00,0.9079168,-0.265,2.685,-0.25226068,-2.7708101,-1.6977285,0,0,42.499996,23,42964.598,0,19.6,14.500002,41.760002,6.037383,75
2024-09-25 18:00:00+00:00,5.07875,1.885,8.335,6.21943,-0.9650245,3.0244977,0,0,34.9,19,43124.414,4655.6387,4.41,28.6,61.56,7.8625183,75
2024-09-24 18:00:00+00:00,9.455833,0.935,17.135,15.256254,-2.3194969,6.7250137,0,0,0,0,43284.82,39017.445,0,0,44.28,10.674773,3
2024-09-23 18:00:00+00:00,8.759999,1.0350001,15.735001,13.828323,-1.787312,6.299146,0,0,0,0,43445.727,40255.11,0,0,42.48,9.779817,0
2024-09-22 18:00:00+00:00,9.64125,3.235,16.484999,14.576977,0.5178828,7.29945,0,0,0.4,2,43607.035,40183.37,0,0.4,49.68,11.659777,51
2024-09-21 18:00:00+00:00,9.218333,0.735,17.385,15.356287,-2.3133085,6.8456206,0,0,0.3,2,43768.645,40579.55,0,0.3,48.96,11.841756,51
2024-09-20 18:00:00+00:00,9.287085,1.185,16.885,15.663143,-1.6316466,7.025327,0,0,0.8000001,4,43930.47,40741.797,0,0.8000001,38.88,9.531505,51
2024-09-19 18:00:00+00:00,8.135,0.485,16.035,15.700264,-2.604533,6.4109845,0,0,0.2,2,44092.402,40903.938,0,0.2,28.8,6.28713,51
2024-09-18 18:00:00+00:00,6.9787507,-1.415,14.585,14.081186,-4.713165,4.902325,0,0,0.4,2,44254.363,41065.867,0,0.4,32.760002,7.2805495,51
2024-09-17 18:00:00+00:00,6.026667,-1.5150001,12.635,10.783196,-4.623281,3.641906,0,0,0.3,2,44416.242,41227.5,0,0.3,29.88,7.4128532,51
2024-09-16 18:00:00+00:00,5.3683333,2.085,9.685,8.168102,-0.94577456,3.1617582,0,0,4.2,10,44577.945,25263.229,0,4.2,35.64,7.628263,55
2024-09-15 18:00:00+00:00,6.122501,-1.4649999,14.335,13.605185,-4.4267554,4.004426,0,0,2.1999998,3,44739.383,38847.414,0,2.1999998,30.599998,7.754637,61
2024-09-14 18:00:00+00:00,5.043333,-2.615,13.285001,12.489429,-5.597602,2.8253803,0,0,2.9999998,3,44900.46,41709.65,0,2.9999998,34.56,6.489992,61
2024-09-13 18:00:00+00:00,6.01625,-2.565,12.085,10.569067,-6.010044,3.4552631,0,0,2.8,5,45061.066,41869.133,0,2.8,34.2,8.0899935,53
2024-09-12 18:00:00+00:00,6.1412506,-1.9649999,12.135,10.533286,-5.294296,3.2647772,0,0,0.3,3,45221.113,42027.836,0,0.3,45.36,11.367109,51
2024-09-11 18:00:00+00:00,5.245417,-5.015,14.385,12.816195,-9.315986,2.0482907,0,0,0,0,45380.496,39334.52,0,0,33.12,8.049845,3
2024-09-10 18:00:00+00:00,3.3600004,-4.3650002,10.235001,7.8982162,-7.826909,0.13510223,0,0,0,0,45539.117,42342.547,0,0,37.44,8.759178,0
2024-09-09 18:00:00+00:00,1.7162498,-6.015,8.285001,5.072236,-10.305459,-1.2535766,0,0,0.1,1,45696.87,42498.355,0,0.1,37.8,9.511088,51
2024-09-08 18:00:00+00:00,2.4099996,-0.815,7.535,5.635084,-3.793796,-0.15002362,0,0,44.8,24,45853.656,21822.172,21.629997,13.900001,37.8,7.5685663,75
2024-09-07 18:00:00+00:00,4.485,-5.515,12.935,11.237287,-9.506002,1.4258469,0,0,0.3,1,46009.793,42806.56,0.07,0.20000002,37.44,9.107359,71
2024-09-06 18:00:00+00:00,2.6954165,-1.815,6.835,4.3720303,-5.557831,-0.16496684,0,0,7.7999997,9,46166.254,19260.91,4.27,1.7000002,38.16,5.95906,75
2024-09-05 18:00:00+00:00,9.139168,1.635,17.035,15.101202,-1.9881296,6.1762276,0,0,6.2,3,46322.98,42402.594,1.8199999,3.6,50.039997,10.390226,75
2024-09-04 18:00:00+00:00,9.274584,-1.065,16.285,14.073889,-4.641488,6.1004677,0,0,0,0,46479.89,43077.98,0,0,39.239998,9.3876505,0
2024-09-03 18:00:00+00:00,7.393334,-1.7149999,15.635,13.977886,-4.861545,4.404162,0,0,0.1,1,46636.88,43134.727,0,0.1,44.28,11.159999,51
2024-09-02 18:00:00+00:00,6.69125,-3.365,14.935,13.466961,-6.568962,3.9617622,0,0,0,0,46793.848,43191.395,0,0,30.599998,7.4128532,0
2024-09-01 18:00:00+00:00,6.7391663,0.98499995,11.335,9.019747,-1.714786,4.080626,0,0,0.5,4,46950.703,43200,0,0.5,61.56,13.698934,51
2024-08-31 18:00:00+00:00,9.097501,2.885,13.785001,12.607779,0.528347,7.0794754,0,0,0.6,5,47107.348,43200,0,0.6,50.039997,11.928989,51
2024-08-30 18:00:00+00:00,8.664168,-0.515,16.734999,16.410023,-3.7435536,6.51977,0,0,0.70000005,3,47263.68,43200,0,0.70000005,34.56,7.92,51
2024-08-29 18:00:00+00:00,7.5725,-0.715,14.185,12.989635,-3.1794508,5.5736785,0,0,0,0,47419.6,43200,0,0,36.36,8.287822,3
