ShowID,Date,Gross,Attendance,% Capacity,# Previews,# Perf.
#NAME?,26-May-24,"$877,626",7540,92%,0,8
#NAME?,02-Jun-24,"$775,476",6824,83%,0,8
#NAME?,09-Jun-24,"$863,817",7109,87%,0,8
#NAME?,16-Jun-24,"$838,262",7142,87%,0,8
#NAME?,23-Jun-24,"$1,038,278",7689,94%,0,8
#NAME?,30-Jun-24,"$949,677",7813,95%,0,8
#NAME?,07-Jul-24,"$844,143",7734,94%,0,8
#NAME?,14-Jul-24,"$891,323",7604,93%,0,8
#NAME?,21-Jul-24,"$933,990",7397,90%,0,8
#NAME?,28-Jul-24,"$974,362",7866,96%,0,8
#NAME?,04-Aug-24,"$935,333",8028,98%,0,8
#NAME?,11-Aug-24,"$906,569",7924,97%,0,8
#NAME?,18-Aug-24,"$851,216",7944,97%,0,8
#NAME?,25-Aug-24,"$820,966",7740,94%,0,8
#NAME?,01-Sep-24,"$922,390",8110,99%,0,8
#NAME?,08-Sep-24,"$717,556",7105,87%,0,8
#NAME?,15-Sep-24,"$800,315",7377,90%,0,8
#NAME?,22-Sep-24,"$644,758",5916,72%,0,8
#NAME?,29-Sep-24,"$674,655",6363,78%,0,8
#NAME?,06-Oct-24,"$812,854",7323,89%,0,8
#NAME?,13-Oct-24,"$983,563",7937,97%,0,8
#NAME?,20-Oct-24,"$1,020,343",7801,95%,0,8
#NAME?,27-Oct-24,"$879,218",7609,93%,0,8
#NAME?,03-Nov-24,"$858,775",7319,89%,0,8
#NAME?,10-Nov-24,"$1,054,276",7834,95%,0,8
#NAME?,17-Nov-24,"$875,177",7157,87%,0,8
#NAME?,24-Nov-24,"$948,295",7303,89%,0,8
#NAME?,01-Dec-24,"$1,368,204",8095,99%,0,8
#NAME?,08-Dec-24,"$1,073,850",7544,92%,0,8
#NAME?,15-Dec-24,"$1,202,915",7976,97%,0,8
#NAME?,22-Dec-24,"$1,187,866",7963,97%,0,8
#NAME?,29-Dec-24,"$1,715,481",9267,100%,0,9
#NAME?,05-Jan-25,"$1,276,642",7209,100%,0,7
#NAME?,12-Jan-25,"$922,612",7486,91%,0,8
#NAME?,19-Jan-25,"$1,044,756",7665,93%,0,8
#NAME?,26-Jan-25,"$959,824",7860,96%,0,8
#NAME?,02-Feb-25,"$1,000,328",8075,98%,0,8
#NAME?,28-May-23,"$1,123,715",7889,96%,0,8
#NAME?,04-Jun-23,"$1,131,405",7861,96%,0,8
#NAME?,11-Jun-23,"$1,134,159",8113,99%,0,8
#NAME?,18-Jun-23,"$1,339,854",8182,100%,0,8
#NAME?,25-Jun-23,"$1,401,919",8169,100%,0,8
#NAME?,02-Jul-23,"$1,181,687",8152,99%,0,8
#NAME?,09-Jul-23,"$1,132,989",8086,99%,0,8
#NAME?,16-Jul-23,"$1,198,611",8107,99%,0,8
#NAME?,23-Jul-23,"$1,248,607",8105,99%,0,8
#NAME?,30-Jul-23,"$1,206,929",8170,100%,0,8
#NAME?,06-Aug-23,"$1,192,913",8072,98%,0,8
#NAME?,13-Aug-23,"$1,144,208",7934,97%,0,8
#NAME?,20-Aug-23,"$1,079,231",7962,97%,0,8
#NAME?,27-Aug-23,"$1,024,902",8006,98%,0,8
#NAME?,03-Sep-23,"$1,172,142",8132,99%,0,8
#NAME?,10-Sep-23,"$919,974",7315,89%,0,8
#NAME?,17-Sep-23,"$983,892",7761,95%,0,8
#NAME?,24-Sep-23,"$923,506",7023,86%,0,8
#NAME?,01-Oct-23,"$938,417",7120,87%,0,8
#NAME?,08-Oct-23,"$1,109,651",7702,94%,0,8
#NAME?,15-Oct-23,"$1,127,228",7734,94%,0,8
#NAME?,22-Oct-23,"$1,122,842",7656,93%,0,8
#NAME?,29-Oct-23,"$957,958",7390,90%,0,8
#NAME?,05-Nov-23,"$997,561",7558,92%,0,8
#NAME?,12-Nov-23,"$1,107,122",7539,92%,0,8
#NAME?,19-Nov-23,"$1,104,597",7479,91%,0,8
#NAME?,26-Nov-23,"$1,459,276",8210,100%,0,8
#NAME?,03-Dec-23,"$1,138,118",7495,91%,0,8
#NAME?,10-Dec-23,"$1,223,471",7806,95%,0,8
#NAME?,17-Dec-23,"$1,199,037",7599,93%,0,8
#NAME?,24-Dec-23,"$1,348,040",8105,99%,0,8
#NAME?,31-Dec-23,"$1,784,051",9288,101%,0,9
#NAME?,07-Jan-24,"$1,118,062",7181,100%,0,7
#NAME?,14-Jan-24,"$1,167,944",7827,95%,0,8
#NAME?,21-Jan-24,"$974,754",7610,93%,0,8
#NAME?,28-Jan-24,"$1,058,739",8044,98%,0,8
#NAME?,04-Feb-24,"$1,010,599",8090,99%,0,8
#NAME?,11-Feb-24,"$897,506",7487,91%,0,8
#NAME?,18-Feb-24,"$1,212,768",7954,97%,0,8
#NAME?,25-Feb-24,"$1,137,472",8195,100%,0,8
#NAME?,03-Mar-24,"$875,386",7176,87%,0,8
#NAME?,10-Mar-24,"$1,013,517",7507,91%,0,8
#NAME?,17-Mar-24,"$1,174,596",8201,100%,0,8
#NAME?,24-Mar-24,"$1,071,034",7946,97%,0,8
#NAME?,31-Mar-24,"$1,329,607",8244,100%,0,8
#NAME?,07-Apr-24,"$1,259,279",8049,98%,0,8
#NAME?,14-Apr-24,"$1,097,034",7813,95%,0,8
#NAME?,21-Apr-24,"$993,910",7668,93%,0,8
#NAME?,28-Apr-24,"$1,019,715",7632,93%,0,8
#NAME?,05-May-24,"$824,186",6626,81%,0,8
#NAME?,12-May-24,"$966,937",7250,88%,0,8
#NAME?,19-May-24,"$904,241",7479,91%,0,8
#NAME?,30-Oct-22,"$316,211",2045,100%,2,0
#NAME?,06-Nov-22,"$779,402",7086,99%,7,0
#NAME?,13-Nov-22,"$916,641",8098,99%,8,0
#NAME?,20-Nov-22,"$913,034",8136,99%,3,5
#NAME?,27-Nov-22,"$1,145,571",8112,99%,0,8
#NAME?,04-Dec-22,"$1,029,031",7323,89%,0,8
#NAME?,11-Dec-22,"$1,152,409",7806,95%,0,8
#NAME?,18-Dec-22,"$1,071,157",7524,92%,0,8
#NAME?,25-Dec-22,"$927,233",6927,96%,0,7
#NAME?,01-Jan-23,"$1,639,788",9249,100%,0,9
#NAME?,08-Jan-23,"$1,123,455",8151,99%,0,8
#NAME?,15-Jan-23,"$1,170,299",7977,97%,0,8
#NAME?,22-Jan-23,"$1,039,379",7986,97%,0,8
#NAME?,29-Jan-23,"$1,041,811",8055,98%,0,8
#NAME?,05-Feb-23,"$1,019,678",8056,98%,0,8
#NAME?,12-Feb-23,"$1,034,929",8106,99%,0,8
#NAME?,19-Feb-23,"$1,252,394",8068,98%,0,8
#NAME?,26-Feb-23,"$1,229,540",8256,101%,0,8
#NAME?,05-Mar-23,"$1,015,317",7614,93%,0,8
#NAME?,12-Mar-23,"$1,095,904",7764,95%,0,8
#NAME?,19-Mar-23,"$1,274,280",8240,100%,0,8
#NAME?,26-Mar-23,"$1,162,401",7870,96%,0,8
#NAME?,02-Apr-23,"$1,178,968",7858,96%,0,8
#NAME?,09-Apr-23,"$1,302,344",8227,100%,0,8
#NAME?,16-Apr-23,"$1,297,395",8203,100%,0,8
#NAME?,23-Apr-23,"$1,119,666",7990,97%,0,8
#NAME?,30-Apr-23,"$1,030,768",7838,95%,0,8
#NAME?,07-May-23,"$1,007,244",7814,95%,0,8
#NAME?,14-May-23,"$1,066,526",7765,95%,0,8
#NAME?,21-May-23,"$1,185,634",8036,98%,0,8
title-of-show-478457,06-Jul-08,"$69,299",1490,54%,3,0
title-of-show-478457,13-Jul-08,"$163,916",3863,53%,8,0
title-of-show-478457,20-Jul-08,"$154,121",3543,48%,2,6
title-of-show-478457,27-Jul-08,"$162,682",3786,52%,0,8
title-of-show-478457,03-Aug-08,"$178,183",3986,55%,0,8
title-of-show-478457,10-Aug-08,"$157,123",3542,48%,0,8
title-of-show-478457,17-Aug-08,"$162,745",3616,49%,0,8
title-of-show-478457,24-Aug-08,"$149,212",3324,45%,0,8
title-of-show-478457,31-Aug-08,"$164,458",3650,50%,0,8
title-of-show-478457,07-Sep-08,"$106,905",2354,32%,0,8
title-of-show-478457,14-Sep-08,"$107,591",2224,30%,0,8
title-of-show-478457,21-Sep-08,"$121,417",2615,36%,0,8
title-of-show-478457,28-Sep-08,"$124,322",2748,38%,0,8
title-of-show-478457,05-Oct-08,"$148,510",3209,44%,0,8
title-of-show-478457,12-Oct-08,"$217,645",3944,54%,0,8
110-in-the-shade-423558,03-Jun-07,"$344,604",7016,88%,0,8
110-in-the-shade-423558,10-Jun-07,"$361,440",7177,90%,0,8
110-in-the-shade-423558,17-Jun-07,"$361,312",7231,91%,0,8
110-in-the-shade-423558,24-Jun-07,"$349,945",6804,85%,0,8
110-in-the-shade-423558,01-Jul-07,"$352,681",6972,88%,0,8
110-in-the-shade-423558,08-Jul-07,"$338,931",6705,84%,0,8
110-in-the-shade-423558,15-Jul-07,"$410,515",7400,93%,0,8
110-in-the-shade-423558,22-Jul-07,"$323,984",6364,80%,0,8
110-in-the-shade-423558,29-Jul-07,"$361,161",7148,90%,0,8
110-in-the-shade-423558,15-Apr-07,"$197,785",3817,77%,5,0
110-in-the-shade-423558,22-Apr-07,"$262,544",5272,76%,7,0
110-in-the-shade-423558,29-Apr-07,"$302,978",6458,81%,8,0
110-in-the-shade-423558,06-May-07,"$203,869",4135,83%,5,0
110-in-the-shade-423558,13-May-07,"$297,228",5913,74%,2,6
110-in-the-shade-423558,20-May-07,"$349,113",6768,85%,0,8
110-in-the-shade-423558,27-May-07,"$351,224",6850,86%,0,8
13-480453,21-Sep-08,"$203,326",4105,49%,8,0
13-480453,28-Sep-08,"$169,415",3524,42%,8,0
13-480453,05-Oct-08,"$125,793",2588,35%,6,1
13-480453,12-Oct-08,"$271,915",4594,55%,0,8
13-480453,19-Oct-08,"$228,202",4317,52%,0,8
13-480453,26-Oct-08,"$224,799",4074,49%,0,8
13-480453,02-Nov-08,"$198,610",3803,46%,0,8
13-480453,09-Nov-08,"$290,271",5016,60%,0,8
13-480453,16-Nov-08,"$206,743",3573,43%,0,8
13-480453,23-Nov-08,"$224,957",3823,46%,0,8
13-480453,30-Nov-08,"$376,634",4975,60%,0,8
13-480453,07-Dec-08,"$254,539",4359,52%,0,8
13-480453,14-Dec-08,"$268,319",4617,55%,0,8
13-480453,21-Dec-08,"$262,235",4281,51%,0,8
13-480453,28-Dec-08,"$474,956",6344,87%,0,7
13-480453,04-Jan-09,"$655,655",8914,95%,0,9
1776-534848,18-Sep-22,"$182,231",1994,91%,3,0
1776-534848,25-Sep-22,"$342,777",4273,84%,7,0
1776-534848,02-Oct-22,"$349,151",4898,85%,8,0
1776-534848,09-Oct-22,"$344,466",5142,89%,3,5
1776-534848,16-Oct-22,"$339,883",4437,77%,0,8
1776-534848,23-Oct-22,"$355,583",4481,77%,0,8
1776-534848,30-Oct-22,"$270,867",4179,72%,0,8
1776-534848,06-Nov-22,"$265,729",4091,71%,0,8
1776-534848,13-Nov-22,"$293,653",4222,73%,0,8
1776-534848,20-Nov-22,"$268,847",3817,66%,0,8
1776-534848,27-Nov-22,"$269,865",3853,67%,0,8
1776-534848,04-Dec-22,"$226,467",3183,55%,0,8
1776-534848,11-Dec-22,"$261,523",3937,68%,0,8
1776-534848,18-Dec-22,"$212,110",3584,71%,0,7
1776-534848,25-Dec-22,"$130,242",2657,61%,0,6
1776-534848,01-Jan-23,"$326,223",4883,96%,0,7
1776-534848,08-Jan-23,"$361,426",5206,90%,0,8
1776-4754,07-Jun-98,"$284,019",9183,60%,0,8
1776-4754,14-Jun-98,"$438,896",13592,89%,0,8
1776-4754,20-Jul-97,"$150,045",3438,98%,7,0
1776-4754,27-Jul-97,"$174,787",3986,100%,8,0
1776-4754,03-Aug-97,"$171,818",3992,100%,8,0
1776-4754,10-Aug-97,"$162,952",3928,98%,8,0
1776-4754,17-Aug-97,"$150,195",3483,87%,3,5
1776-4754,24-Aug-97,"$169,771",3958,99%,0,8
1776-4754,31-Aug-97,"$188,482",3992,100%,0,8
1776-4754,07-Sep-97,"$169,175",3955,99%,0,8
1776-4754,14-Sep-97,"$170,616",3992,100%,0,8
1776-4754,21-Sep-97,"$164,297",3921,98%,0,8
1776-4754,28-Sep-97,"$181,907",3860,97%,0,8
1776-4754,05-Oct-97,"$190,666",3798,95%,0,8
1776-4754,12-Oct-97,"$190,793",3943,99%,0,8
1776-4754,19-Oct-97,"$186,468",3901,98%,0,8
1776-4754,26-Oct-97,"$201,666",3885,97%,0,8
1776-4754,02-Nov-97,"$213,452",3903,98%,0,8
1776-4754,09-Nov-97,"$216,314",3897,98%,0,8
1776-4754,16-Nov-97,"$215,808",3952,99%,0,8
1776-4754,07-Dec-97,"$363,216",11346,75%,0,8
1776-4754,14-Dec-97,"$362,391",11824,78%,0,8
1776-4754,21-Dec-97,"$381,399",12713,84%,0,8
1776-4754,28-Dec-97,"$587,629",11394,75%,0,8
1776-4754,04-Jan-98,"$537,899",10988,72%,0,8
1776-4754,11-Jan-98,"$366,108",11154,73%,0,8
1776-4754,18-Jan-98,"$421,761",13428,88%,0,8
1776-4754,25-Jan-98,"$350,242",10319,68%,0,8
1776-4754,01-Feb-98,"$375,979",10784,71%,0,8
1776-4754,08-Feb-98,"$282,785",7983,53%,0,8
1776-4754,15-Feb-98,"$492,734",12037,79%,0,8
1776-4754,22-Feb-98,"$415,343",10217,67%,0,8
1776-4754,01-Mar-98,"$346,793",9433,62%,0,8
1776-4754,08-Mar-98,"$361,043",9221,61%,0,8
1776-4754,15-Mar-98,"$377,388",10149,67%,0,8
1776-4754,22-Mar-98,"$416,406",10438,69%,0,8
1776-4754,29-Mar-98,"$391,505",9972,66%,0,8
1776-4754,05-Apr-98,"$308,216",8720,57%,0,8
1776-4754,12-Apr-98,"$305,656",8240,54%,0,8
1776-4754,19-Apr-98,"$427,784",10742,71%,0,8
1776-4754,26-Apr-98,"$352,927",9422,62%,0,8
1776-4754,03-May-98,"$341,207",8887,58%,0,8
1776-4754,10-May-98,"$272,014",7575,50%,0,8
1776-4754,17-May-98,"$287,177",8651,57%,0,8
1776-4754,24-May-98,"$314,051",9298,61%,0,8
1776-4754,31-May-98,"$236,009",8189,54%,0,8
42nd-street-12864,06-Jun-04,"$604,963",11187,77%,0,8
42nd-street-12864,13-Jun-04,"$592,262",10856,75%,0,8
42nd-street-12864,20-Jun-04,"$629,795",11478,79%,0,8
42nd-street-12864,27-Jun-04,"$704,872",12693,88%,0,8
42nd-street-12864,04-Jul-04,"$530,077",10013,69%,0,8
42nd-street-12864,11-Jul-04,"$642,447",11648,80%,0,8
42nd-street-12864,18-Jul-04,"$707,345",12918,89%,0,8
42nd-street-12864,25-Jul-04,"$684,012",12409,86%,0,8
42nd-street-12864,01-Aug-04,"$655,853",12143,84%,0,8
42nd-street-12864,08-Aug-04,"$630,506",11690,81%,0,8
42nd-street-12864,15-Aug-04,"$610,072",11282,78%,0,8
42nd-street-12864,22-Aug-04,"$548,415",10151,70%,0,8
42nd-street-12864,29-Aug-04,"$478,094",8638,60%,0,8
42nd-street-12864,05-Sep-04,"$435,506",8221,57%,0,8
42nd-street-12864,12-Sep-04,"$393,972",7410,51%,0,8
42nd-street-12864,19-Sep-04,"$563,018",10549,73%,0,8
42nd-street-12864,26-Sep-04,"$589,109",11325,78%,0,8
42nd-street-12864,03-Oct-04,"$602,620",11296,78%,0,8
42nd-street-12864,10-Oct-04,"$695,437",12540,86%,0,8
42nd-street-12864,17-Oct-04,"$684,966",12578,87%,0,8
42nd-street-12864,24-Oct-04,"$718,276",13088,90%,0,8
42nd-street-12864,31-Oct-04,"$618,126",11967,83%,0,8
42nd-street-12864,07-Nov-04,"$587,162",10081,70%,0,8
42nd-street-12864,14-Nov-04,"$692,179",11477,79%,0,8
42nd-street-12864,21-Nov-04,"$623,142",10503,72%,0,8
42nd-street-12864,28-Nov-04,"$861,880",12946,89%,0,8
42nd-street-12864,05-Dec-04,"$721,019",10898,75%,0,8
42nd-street-12864,12-Dec-04,"$811,907",12339,85%,0,8
42nd-street-12864,19-Dec-04,"$700,240",10872,75%,0,8
42nd-street-12864,26-Dec-04,"$758,987",11806,81%,0,8
42nd-street-12864,02-Jan-05,"$1,128,583",14448,100%,0,8
42nd-street-12864,01-Jun-03,"$588,492",10869,75%,0,8
42nd-street-12864,08-Jun-03,"$598,453",11127,77%,0,8
42nd-street-12864,15-Jun-03,"$625,731",11479,79%,0,8
42nd-street-12864,22-Jun-03,"$741,252",13157,91%,0,8
42nd-street-12864,29-Jun-03,"$730,693",12965,89%,0,8
42nd-street-12864,06-Jul-03,"$651,192",12016,83%,0,8
42nd-street-12864,13-Jul-03,"$694,469",12648,87%,0,8
42nd-street-12864,20-Jul-03,"$758,580",13492,93%,0,8
42nd-street-12864,27-Jul-03,"$776,540",13959,96%,0,8
42nd-street-12864,03-Aug-03,"$737,630",13280,92%,0,8
42nd-street-12864,10-Aug-03,"$797,391",13812,95%,0,8
42nd-street-12864,17-Aug-03,"$605,328",10606,84%,0,7
42nd-street-12864,24-Aug-03,"$689,112",12518,86%,0,8
42nd-street-12864,31-Aug-03,"$676,843",11953,82%,0,8
42nd-street-12864,07-Sep-03,"$429,319",8007,55%,0,8
42nd-street-12864,14-Sep-03,"$546,407",10448,72%,0,8
42nd-street-12864,21-Sep-03,"$573,768",10346,71%,0,8
42nd-street-12864,28-Sep-03,"$607,925",11227,77%,0,8
42nd-street-12864,05-Oct-03,"$635,497",11687,81%,0,8
42nd-street-12864,12-Oct-03,"$718,632",12144,84%,0,8
42nd-street-12864,19-Oct-03,"$746,305",12857,89%,0,8
42nd-street-12864,26-Oct-03,"$649,470",11568,80%,0,8
42nd-street-12864,02-Nov-03,"$534,487",9835,68%,0,8
42nd-street-12864,09-Nov-03,"$626,966",10850,75%,0,8
42nd-street-12864,16-Nov-03,"$540,910",9693,67%,0,8
42nd-street-12864,23-Nov-03,"$518,533",9469,65%,0,8
42nd-street-12864,30-Nov-03,"$713,344",10304,71%,0,8
42nd-street-12864,07-Dec-03,"$711,983",10782,74%,0,8
42nd-street-12864,14-Dec-03,"$615,868",9917,68%,0,8
42nd-street-12864,21-Dec-03,"$542,799",8452,58%,0,8
42nd-street-12864,28-Dec-03,"$861,160",12619,87%,0,8
42nd-street-12864,04-Jan-04,"$885,485",13540,93%,0,8
42nd-street-12864,11-Jan-04,"$479,155",9070,63%,0,8
42nd-street-12864,18-Jan-04,"$478,294",8078,56%,0,8
42nd-street-12864,25-Jan-04,"$399,025",7542,52%,0,8
42nd-street-12864,01-Feb-04,"$328,853",6630,46%,0,8
42nd-street-12864,08-Feb-04,"$415,607",8140,56%,0,8
42nd-street-12864,15-Feb-04,"$564,528",9386,65%,0,8
42nd-street-12864,22-Feb-04,"$635,760",12066,83%,0,8
42nd-street-12864,29-Feb-04,"$437,875",8358,58%,0,8
42nd-street-12864,07-Mar-04,"$460,451",8895,61%,0,8
42nd-street-12864,14-Mar-04,"$591,859",11343,78%,0,8
42nd-street-12864,21-Mar-04,"$660,257",12494,86%,0,8
42nd-street-12864,28-Mar-04,"$695,390",13050,90%,0,8
42nd-street-12864,04-Apr-04,"$569,384",10820,75%,0,8
42nd-street-12864,11-Apr-04,"$781,194",13318,92%,0,8
42nd-street-12864,18-Apr-04,"$718,256",12996,90%,0,8
42nd-street-12864,25-Apr-04,"$647,719",11466,79%,0,8
42nd-street-12864,02-May-04,"$527,132",9661,67%,0,8
42nd-street-12864,09-May-04,"$530,203",9824,68%,0,8
42nd-street-12864,16-May-04,"$553,196",10013,69%,0,8
42nd-street-12864,23-May-04,"$618,319",10840,75%,0,8
42nd-street-12864,30-May-04,"$550,952",10234,71%,0,8
42nd-street-12864,02-Jun-02,"$695,065",11842,82%,0,8
42nd-street-12864,09-Jun-02,"$743,173",12263,85%,0,8
42nd-street-12864,16-Jun-02,"$731,504",11944,82%,0,8
42nd-street-12864,23-Jun-02,"$788,230",12926,89%,0,8
42nd-street-12864,30-Jun-02,"$762,844",12658,87%,0,8
42nd-street-12864,07-Jul-02,"$638,718",11261,78%,0,8
42nd-street-12864,14-Jul-02,"$705,302",11966,83%,0,8
42nd-street-12864,21-Jul-02,"$728,450",12696,88%,0,8
42nd-street-12864,28-Jul-02,"$727,043",12181,84%,0,8
42nd-street-12864,04-Aug-02,"$737,969",12324,85%,0,8
42nd-street-12864,11-Aug-02,"$792,653",13096,90%,0,8
42nd-street-12864,18-Aug-02,"$748,663",11907,82%,0,8
42nd-street-12864,25-Aug-02,"$694,438",11599,80%,0,8
42nd-street-12864,01-Sep-02,"$713,046",11830,82%,0,8
42nd-street-12864,08-Sep-02,"$399,685",6682,46%,0,8
42nd-street-12864,15-Sep-02,"$418,215",7144,56%,0,7
42nd-street-12864,22-Sep-02,"$638,785",10510,72%,0,8
42nd-street-12864,29-Sep-02,"$650,784",10462,72%,0,8
42nd-street-12864,06-Oct-02,"$663,096",10580,73%,0,8
42nd-street-12864,13-Oct-02,"$757,039",11497,79%,0,8
42nd-street-12864,20-Oct-02,"$730,969",10859,75%,0,8
42nd-street-12864,27-Oct-02,"$705,883",11120,77%,0,8
42nd-street-12864,03-Nov-02,"$604,301",9893,68%,0,8
42nd-street-12864,10-Nov-02,"$697,612",10653,73%,0,8
42nd-street-12864,17-Nov-02,"$613,380",9580,66%,0,8
42nd-street-12864,24-Nov-02,"$556,370",8847,61%,0,8
42nd-street-12864,01-Dec-02,"$869,531",12190,84%,0,8
42nd-street-12864,08-Dec-02,"$820,087",11756,81%,0,8
42nd-street-12864,15-Dec-02,"$710,892",10507,72%,0,8
42nd-street-12864,22-Dec-02,"$621,156",9654,67%,0,8
42nd-street-12864,29-Dec-02,"$991,324",13342,92%,0,8
42nd-street-12864,05-Jan-03,"$799,563",12385,85%,0,8
42nd-street-12864,12-Jan-03,"$622,047",11316,78%,0,8
42nd-street-12864,19-Jan-03,"$678,711",11804,81%,0,8
42nd-street-12864,26-Jan-03,"$547,383",10370,71%,0,8
42nd-street-12864,02-Feb-03,"$570,859",10730,74%,0,8
42nd-street-12864,09-Feb-03,"$566,649",10304,71%,0,8
42nd-street-12864,16-Feb-03,"$745,861",12195,84%,0,8
42nd-street-12864,23-Feb-03,"$639,220",11071,76%,0,8
42nd-street-12864,02-Mar-03,"$609,225",11294,78%,0,8
42nd-street-12864,09-Mar-03,"$155,144",3245,45%,0,4
42nd-street-12864,16-Mar-03,"$651,524",11534,80%,0,8
42nd-street-12864,23-Mar-03,"$615,530",11434,79%,0,8
42nd-street-12864,30-Mar-03,"$603,854",11259,78%,0,8
42nd-street-12864,06-Apr-03,"$520,801",9377,65%,0,8
42nd-street-12864,13-Apr-03,"$591,918",10892,75%,0,8
42nd-street-12864,20-Apr-03,"$707,619",12273,85%,0,8
42nd-street-12864,27-Apr-03,"$805,555",13390,92%,0,8
42nd-street-12864,04-May-03,"$582,145",10602,73%,0,8
42nd-street-12864,11-May-03,"$563,067",10282,71%,0,8
42nd-street-12864,18-May-03,"$655,134",11589,80%,0,8
42nd-street-12864,25-May-03,"$697,983",12293,85%,0,8
42nd-street-12864,03-Jun-01,"$628,672",11321,77%,0,8
42nd-street-12864,10-Jun-01,"$806,381",13097,89%,0,8
42nd-street-12864,17-Jun-01,"$873,776",13343,91%,0,8
42nd-street-12864,24-Jun-01,"$870,100",12780,87%,0,8
42nd-street-12864,01-Jul-01,"$871,664",12928,88%,0,8
42nd-street-12864,08-Jul-01,"$802,126",12151,83%,0,8
42nd-street-12864,15-Jul-01,"$863,872",12677,86%,0,8
42nd-street-12864,22-Jul-01,"$896,066",12933,88%,0,8
42nd-street-12864,29-Jul-01,"$892,096",13028,89%,0,8
42nd-street-12864,05-Aug-01,"$888,762",13008,88%,0,8
42nd-street-12864,12-Aug-01,"$886,119",13016,88%,0,8
42nd-street-12864,19-Aug-01,"$870,973",12766,87%,0,8
42nd-street-12864,26-Aug-01,"$812,745",12081,82%,0,8
42nd-street-12864,02-Sep-01,"$838,712",12475,85%,0,8
42nd-street-12864,09-Sep-01,"$726,654",11065,75%,0,8
42nd-street-12864,16-Sep-01,"$369,284",5891,64%,0,5
42nd-street-12864,23-Sep-01,"$558,398",9837,67%,0,8
42nd-street-12864,30-Sep-01,"$722,844",12029,82%,0,8
42nd-street-12864,07-Oct-01,"$799,305",12818,87%,0,8
42nd-street-12864,14-Oct-01,"$788,803",12841,87%,0,8
42nd-street-12864,21-Oct-01,"$811,431",13162,89%,0,8
42nd-street-12864,28-Oct-01,"$783,123",13294,90%,0,8
42nd-street-12864,04-Nov-01,"$639,878",10698,73%,0,8
42nd-street-12864,11-Nov-01,"$792,300",12701,86%,0,8
42nd-street-12864,18-Nov-01,"$746,552",11972,81%,0,8
42nd-street-12864,25-Nov-01,"$968,797",14212,97%,0,8
42nd-street-12864,02-Dec-01,"$848,011",12984,88%,0,8
42nd-street-12864,09-Dec-01,"$907,902",13620,93%,0,8
42nd-street-12864,16-Dec-01,"$823,443",12204,83%,0,8
42nd-street-12864,23-Dec-01,"$767,711",11650,79%,0,8
42nd-street-12864,30-Dec-01,"$1,233,693",16253,100%,0,9
42nd-street-12864,06-Jan-02,"$806,847",12028,95%,0,7
42nd-street-12864,13-Jan-02,"$696,558",11022,76%,0,8
42nd-street-12864,20-Jan-02,"$743,681",11015,76%,0,8
42nd-street-12864,27-Jan-02,"$727,363",11147,77%,0,8
42nd-street-12864,03-Feb-02,"$619,892",10103,70%,0,8
42nd-street-12864,10-Feb-02,"$659,360",10178,70%,0,8
42nd-street-12864,17-Feb-02,"$802,547",11729,81%,0,8
42nd-street-12864,24-Feb-02,"$903,868",14054,97%,0,8
42nd-street-12864,03-Mar-02,"$681,137",11286,78%,0,8
42nd-street-12864,10-Mar-02,"$751,009",12041,83%,0,8
42nd-street-12864,17-Mar-02,"$841,856",13522,93%,0,8
42nd-street-12864,24-Mar-02,"$821,476",12747,88%,0,8
42nd-street-12864,31-Mar-02,"$930,406",13648,94%,0,8
42nd-street-12864,07-Apr-02,"$965,528",13864,96%,0,8
42nd-street-12864,14-Apr-02,"$761,769",11619,80%,0,8
42nd-street-12864,21-Apr-02,"$842,654",12703,88%,0,8
42nd-street-12864,28-Apr-02,"$798,419",12167,84%,0,8
42nd-street-12864,05-May-02,"$699,657",10966,76%,0,8
42nd-street-12864,12-May-02,"$715,783",11211,77%,0,8
42nd-street-12864,19-May-02,"$776,978",12015,83%,0,8
42nd-street-12864,26-May-02,"$758,073",12075,83%,0,8
42nd-street-12864,08-Apr-01,"$211,761",5240,57%,5,0
42nd-street-12864,15-Apr-01,"$446,174",11427,78%,8,0
42nd-street-12864,22-Apr-01,"$468,091",10916,74%,8,0
42nd-street-12864,29-Apr-01,"$494,263",11286,77%,8,0
42nd-street-12864,06-May-01,"$418,006",8120,63%,2,5
42nd-street-12864,13-May-01,"$611,932",12214,83%,0,8
42nd-street-12864,20-May-01,"$677,755",12175,83%,0,8
42nd-street-12864,27-May-01,"$731,127",12778,87%,0,8
9-to-5-480320,31-May-09,"$755,755",10487,81%,0,8
9-to-5-480320,07-Jun-09,"$746,632",9853,76%,0,8
9-to-5-480320,14-Jun-09,"$822,192",10685,83%,0,8
9-to-5-480320,21-Jun-09,"$800,067",9895,77%,0,8
9-to-5-480320,28-Jun-09,"$783,435",9929,77%,0,8
9-to-5-480320,05-Jul-09,"$675,136",9671,75%,0,8
9-to-5-480320,12-Jul-09,"$694,270",9537,74%,0,8
9-to-5-480320,19-Jul-09,"$662,361",8624,67%,0,8
9-to-5-480320,26-Jul-09,"$694,650",8987,70%,0,8
9-to-5-480320,02-Aug-09,"$665,102",8702,68%,0,8
9-to-5-480320,09-Aug-09,"$712,415",9399,73%,0,8
9-to-5-480320,16-Aug-09,"$661,572",8837,69%,0,8
